 train       observed       predicted
 y     1.312436E+01     1.268891E+01
 y     1.286618E+01     1.272618E+01
 y     1.239655E+01     1.261015E+01
 y     1.220608E+01     1.244386E+01
 y     1.060908E+01     1.094102E+01
 y     1.191422E+01     1.259208E+01
 y     1.304979E+01     1.302977E+01
 y     1.122526E+01     1.194836E+01
 y     1.169275E+01     1.157799E+01
 y     1.207255E+01     1.188118E+01
 y     1.303681E+01     1.295365E+01
 y     1.459254E+01     1.437639E+01
 y     1.338473E+01     1.304607E+01
 y     1.189137E+01     1.192872E+01
 y     1.333748E+01     1.320973E+01
 y     1.165270E+01     1.172517E+01
 y     1.271800E+01     1.241529E+01
 y     1.231044E+01     1.201455E+01
 y     1.341503E+01     1.337829E+01
 y     1.263134E+01     1.270882E+01
 y     1.151294E+01     1.086653E+01
 y     1.249875E+01     1.252466E+01
 y     1.230139E+01     1.252255E+01
 y     1.359860E+01     1.389838E+01
 y     1.177530E+01     1.114522E+01
 y     1.315773E+01     1.287774E+01
 y     1.297084E+01     1.286869E+01
 y     1.311433E+01     1.306071E+01
 y     1.328618E+01     1.377081E+01
 y     1.220307E+01     1.221075E+01
 y     1.278689E+01     1.243770E+01
 y     1.245255E+01     1.236233E+01
 y     1.190497E+01     1.229282E+01
 y     1.136211E+01     1.165663E+01
 y     1.227840E+01     1.221426E+01
 y     1.357662E+01     1.368668E+01
 y     1.181304E+01     1.182448E+01
 y     1.081980E+01     1.165583E+01
 y     1.104294E+01     1.133044E+01
 y     1.162179E+01     1.129756E+01
 y     1.214154E+01     1.208248E+01
 y     1.379531E+01     1.380799E+01
 y     1.253897E+01     1.244237E+01
 y     1.114188E+01     1.114076E+01
 y     1.252453E+01     1.230784E+01
 y     1.220608E+01     1.219633E+01
 y     1.191840E+01     1.150531E+01
 y     1.279386E+01     1.252929E+01
 y     1.112728E+01     1.078366E+01
 y     1.289672E+01     1.303829E+01
 y     1.122526E+01     1.150872E+01
 y     1.037352E+01     1.044415E+01
 y     1.175979E+01     1.197313E+01
 y     1.176758E+01     1.150064E+01
 y     1.311936E+01     1.254927E+01
 y     1.246844E+01     1.275902E+01
 y     1.246844E+01     1.263358E+01
 y     1.221107E+01     1.167273E+01
 y     1.211725E+01     1.176184E+01
 y     1.131449E+01     1.126385E+01
 y     1.199227E+01     1.230992E+01
 y     1.354108E+01     1.268538E+01
 y     1.220608E+01     1.169715E+01
 y     1.252453E+01     1.233804E+01
 y     1.354763E+01     1.338457E+01
 y     1.267608E+01     1.268702E+01
 y     1.229683E+01     1.198776E+01
 y     1.115626E+01     1.139467E+01
 y     1.225487E+01     1.213437E+01
 y     1.237582E+01     1.228218E+01
 y     9.717760E+00     1.066794E+01
 y     1.242922E+01     1.241296E+01
 y     1.145106E+01     1.160508E+01
 y     1.223077E+01     1.202704E+01
 y     1.271048E+01     1.269407E+01
 y     1.151294E+01     1.230777E+01
 y     1.144037E+01     1.157238E+01
 y     1.295395E+01     1.303964E+01
 y     1.197194E+01     1.183686E+01
 y     1.261653E+01     1.251401E+01
 y     1.302144E+01     1.264347E+01
 y     1.244115E+01     1.187074E+01
 y     1.212812E+01     1.216208E+01
 y     1.309191E+01     1.274503E+01
 y     1.227840E+01     1.175611E+01
 y     1.236735E+01     1.165332E+01
 y     1.208673E+01     1.208762E+01
 y     1.091511E+01     1.129444E+01
 y     1.340000E+01     1.320423E+01
 y     1.292391E+01     1.276979E+01
 y     1.191840E+01     1.194010E+01
 y     1.212812E+01     1.219445E+01
 y     1.236735E+01     1.213353E+01
 y     1.297850E+01     1.274838E+01
 y     1.060908E+01     1.121296E+01
 y     1.245489E+01     1.252714E+01
 y     1.151394E+01     1.177395E+01
 y     1.217045E+01     1.215551E+01
 y     1.162626E+01     1.193698E+01
 y     1.194471E+01     1.181107E+01
 y     1.107444E+01     1.123047E+01
 y     1.229225E+01     1.231921E+01
 y     1.242922E+01     1.249317E+01
 y     1.328448E+01     1.285566E+01
 y     1.190835E+01     1.190194E+01
 y     1.294563E+01     1.274971E+01
 y     1.095956E+01     1.063884E+01
 y     1.111246E+01     1.114209E+01
 y     1.281448E+01     1.254375E+01
 y     1.122392E+01     1.168400E+01
 y     1.214154E+01     1.225151E+01
 y     1.192835E+01     1.162090E+01
 y     1.201371E+01     1.211495E+01
 y     1.275130E+01     1.263506E+01
 y     1.169526E+01     1.143188E+01
 y     1.261154E+01     1.253835E+01
 y     1.246652E+01     1.236922E+01
 y     1.205071E+01     1.196871E+01
 y     1.184224E+01     1.207371E+01
 y     1.204356E+01     1.198465E+01
 y     1.416968E+01     1.372116E+01
 y     1.266666E+01     1.239002E+01
 y     1.187758E+01     1.184697E+01
 y     1.191840E+01     1.150735E+01
 y     1.303898E+01     1.297005E+01
 y     1.105091E+01     1.109540E+01
 y     1.165703E+01     1.175750E+01
 y     1.273376E+01     1.255070E+01
 y     1.382546E+01     1.347787E+01
 y     1.301701E+01     1.312194E+01
 y     1.027509E+01     1.123847E+01
 y     1.071444E+01     1.032869E+01
 y     1.374025E+01     1.325397E+01
 y     1.240902E+01     1.221602E+01
 y     1.253897E+01     1.246732E+01
 y     1.139921E+01     1.196305E+01
 y     1.261154E+01     1.248077E+01
 y     1.221107E+01     1.191741E+01
 y     1.220608E+01     1.223982E+01
 y     1.223077E+01     1.195302E+01
 y     1.162626E+01     1.118179E+01
 y     1.126448E+01     1.079568E+01
 y     1.209515E+01     1.224396E+01
 y     1.160824E+01     1.152210E+01
 y     1.227840E+01     1.171957E+01
 y     1.212758E+01     1.214047E+01
 y     9.903538E+00     1.144238E+01
 y     9.898525E+00     1.129024E+01
 y     1.284793E+01     1.232257E+01
 y     1.193820E+01     1.185915E+01
 y     1.145106E+01     1.137399E+01
 y     1.210016E+01     1.160935E+01
 y     1.215478E+01     1.216887E+01
 y     1.071444E+01     1.126257E+01
 y     1.179811E+01     1.140095E+01
 y     1.351441E+01     1.305394E+01
 y     1.135042E+01     1.140893E+01
 y     1.262479E+01     1.244524E+01
 y     1.215478E+01     1.220867E+01
 y     1.130222E+01     1.148118E+01
 y     1.343718E+01     1.289240E+01
 y     1.091511E+01     1.230591E+01
 y     1.176758E+01     1.160485E+01
 y     1.242521E+01     1.248295E+01
 y     1.250988E+01     1.233088E+01
 y     1.165270E+01     1.156162E+01
 y     1.177437E+01     1.204921E+01
 y     1.280766E+01     1.269437E+01
 y     1.210072E+01     1.190922E+01
 y     1.195762E+01     1.178625E+01
 y     1.173608E+01     1.212343E+01
 y     1.314217E+01     1.280767E+01
 y     1.169526E+01     1.117386E+01
 y     1.255321E+01     1.180299E+01
 y     1.225487E+01     1.245703E+01
 y     1.176758E+01     1.170845E+01
 y     1.119823E+01     1.163921E+01
 y     1.188450E+01     1.170893E+01
 y     1.181304E+01     1.155276E+01
 y     1.108216E+01     1.097089E+01
 y     1.326213E+01     1.320490E+01
 y     1.171995E+01     1.181934E+01
 y     1.218588E+01     1.184639E+01
 y     1.013464E+01     1.102032E+01
 y     1.193820E+01     1.172873E+01
 y     1.238840E+01     1.234293E+01
 y     1.259778E+01     1.249467E+01
 y     1.027122E+01     1.228770E+01
 y     1.265236E+01     1.266001E+01
 y     1.195762E+01     1.212475E+01
 y     1.338473E+01     1.304153E+01
 y     1.308154E+01     1.297872E+01
 y     1.232829E+01     1.253341E+01
 y     1.272189E+01     1.222439E+01
 y     1.232386E+01     1.226255E+01
 y     1.050509E+01     1.120085E+01
 y     1.248749E+01     1.253774E+01
 y     1.091511E+01     1.139954E+01
 y     1.122526E+01     1.124764E+01
 y     1.140758E+01     1.178001E+01
 y     1.106665E+01     1.116594E+01
 y     1.105091E+01     1.119902E+01
 y     1.232697E+01     1.164867E+01
 y     1.114188E+01     1.196384E+01
 y     1.112728E+01     1.168345E+01
 y     1.232342E+01     1.178359E+01
 y     1.253178E+01     1.226089E+01
 y     1.236735E+01     1.215578E+01
 y     1.269158E+01     1.237688E+01
 y     1.100212E+01     1.129127E+01
 y     1.266033E+01     1.256640E+01
 y     1.235450E+01     1.145327E+01
 y     1.075792E+01     1.104427E+01
 y     1.246844E+01     1.254742E+01
 y     1.177530E+01     1.163958E+01
 y     1.100212E+01     1.129454E+01
 y     1.321768E+01     1.281594E+01
 y     1.198294E+01     1.183187E+01
 y     1.069197E+01     1.164288E+01
 y     1.240902E+01     1.240033E+01
 y     1.151294E+01     1.116391E+01
 y     1.295985E+01     1.286271E+01
 y     1.047732E+01     1.136751E+01
 y     1.274840E+01     1.270441E+01
 y     1.327937E+01     1.259792E+01
 y     1.194471E+01     1.208864E+01
 y     1.268572E+01     1.289339E+01
 y     1.270382E+01     1.262774E+01
 y     1.204942E+01     1.208822E+01
 y     1.196719E+01     1.221269E+01
 y     1.122526E+01     1.119493E+01
 y     1.205816E+01     1.139918E+01
 y     1.128979E+01     1.172801E+01
 y     1.204356E+01     1.169065E+01
 y     1.271590E+01     1.261413E+01
 y     1.252453E+01     1.238012E+01
 y     1.347302E+01     1.275650E+01
 y     1.278549E+01     1.228688E+01
 y     1.355220E+01     1.330039E+01
 y     1.309191E+01     1.253373E+01
 y     1.212812E+01     1.250927E+01
 y     1.344734E+01     1.280059E+01
 y     1.242922E+01     1.239664E+01
 y     1.119142E+01     1.169490E+01
 y     1.229455E+01     1.238962E+01
 y     1.292391E+01     1.295252E+01
 y     1.200488E+01     1.243106E+01
 y     1.246844E+01     1.252709E+01
 y     1.219350E+01     1.210499E+01
 y     1.237371E+01     1.225326E+01
 y     1.191840E+01     1.176583E+01
 y     1.077898E+01     1.128972E+01
 y     1.181230E+01     1.129284E+01
 y     1.262807E+01     1.274520E+01
 y     1.247610E+01     1.217332E+01
 y     1.257419E+01     1.247938E+01
 y     1.144037E+01     1.159880E+01
 y     1.200243E+01     1.205334E+01
 y     1.046313E+01     1.045051E+01
 y     1.289897E+01     1.289646E+01
 y     1.211725E+01     1.179127E+01
 y     1.117072E+01     1.159166E+01
 y     1.091511E+01     1.128698E+01
 y     9.933095E+00     1.085394E+01
 y     1.334711E+01     1.349665E+01
 y     1.270321E+01     1.273363E+01
 y     1.319189E+01     1.297587E+01
 y     1.201067E+01     1.147505E+01
 y     1.292391E+01     1.280586E+01
 y     1.272189E+01     1.261458E+01
 y     1.388969E+01     1.340278E+01
 y     1.282126E+01     1.308680E+01
 y     1.280268E+01     1.250633E+01
 y     1.006480E+01     1.080454E+01
 y     1.113460E+01     1.133566E+01
 y     1.272189E+01     1.296453E+01
 y     1.198294E+01     1.177494E+01
 y     1.196501E+01     1.222689E+01
 y     1.230139E+01     1.248192E+01
 y     1.195119E+01     1.245059E+01
 y     1.399783E+01     1.363360E+01
 y     1.203173E+01     1.196571E+01
 y     1.251356E+01     1.219033E+01
 y     1.220608E+01     1.219402E+01
 y     1.075792E+01     1.129026E+01
 y     1.234366E+01     1.255109E+01
 y     1.227840E+01     1.138519E+01
 y     1.216526E+01     1.151211E+01
 y     1.232386E+01     1.174591E+01
 y     1.316159E+01     1.289838E+01
 y     1.218076E+01     1.217988E+01
 y     1.235880E+01     1.262510E+01
 y     1.195119E+01     1.196368E+01
 y     1.165920E+01     1.158836E+01
 y     1.215478E+01     1.214449E+01
 y     1.060289E+01     1.098046E+01
 y     1.279386E+01     1.257046E+01
 y     1.250061E+01     1.228059E+01
 y     1.293604E+01     1.279882E+01
 y     1.191840E+01     1.169515E+01
 y     1.024000E+01     1.031519E+01
 y     1.292391E+01     1.278073E+01
 y     1.266001E+01     1.231237E+01
 y     1.059666E+01     1.077460E+01
 y     9.510519E+00     1.025038E+01
 y     1.156173E+01     1.161267E+01
 y     1.249875E+01     1.247937E+01
 y     1.175901E+01     1.115658E+01
 y     1.210072E+01     1.208425E+01
 y     1.264110E+01     1.293888E+01
 y     1.191840E+01     1.171589E+01
 y     1.146164E+01     1.174487E+01
 y     1.334230E+01     1.327259E+01
 y     1.233711E+01     1.269163E+01
 y     1.332938E+01     1.287691E+01
 y     1.198294E+01     1.154318E+01
 y     1.288791E+01     1.241251E+01
 y     1.090852E+01     1.133553E+01
 y     1.201371E+01     1.225797E+01
 y     1.236735E+01     1.215193E+01
 y     1.254967E+01     1.249697E+01
 y     1.315966E+01     1.312414E+01
 y     1.324458E+01     1.324210E+01
 y     1.203766E+01     1.196100E+01
 y     1.181304E+01     1.155928E+01
 y     1.310216E+01     1.286065E+01
 y     1.316159E+01     1.274414E+01
 y     1.335846E+01     1.341485E+01
 y     1.232386E+01     1.074385E+01
 y     1.350080E+01     1.337072E+01
 y     1.275708E+01     1.279385E+01
 y     1.225487E+01     1.216139E+01
 y     1.100212E+01     1.112483E+01
 y     1.295985E+01     1.249189E+01
 y     1.232386E+01     1.238163E+01
 y     1.263461E+01     1.275859E+01
 y     1.220608E+01     1.213443E+01
 y     1.234584E+01     1.210173E+01
 y     1.238840E+01     1.240207E+01
 y     1.252453E+01     1.221254E+01
 y     1.261487E+01     1.243572E+01
 y     1.117045E+01     1.091239E+01
 y     1.290421E+01     1.251576E+01
 y     1.121183E+01     1.131873E+01
 y     1.203113E+01     1.188287E+01
 y     1.149273E+01     1.151656E+01
 y     1.191840E+01     1.195502E+01
 y     1.169526E+01     1.186858E+01
 y     1.289897E+01     1.296765E+01
 y     1.262807E+01     1.248376E+01
 y     1.356062E+01     1.326356E+01
 y     1.225487E+01     1.148091E+01
 y     1.273670E+01     1.252020E+01
 y     1.281584E+01     1.290493E+01
 y     1.227840E+01     1.148575E+01
 y     1.187410E+01     1.115533E+01
 y     1.124224E+01     1.109507E+01
 y     1.292999E+01     1.299900E+01
 y     1.280766E+01     1.260301E+01
 y     1.160824E+01     1.191569E+01
 y     1.206682E+01     1.209241E+01
 y     1.270685E+01     1.260924E+01
 y     1.234584E+01     1.238362E+01
 y     1.207540E+01     1.230308E+01
 y     1.340001E+01     1.354960E+01
 y     1.212758E+01     1.192441E+01
 y     1.299907E+01     1.286868E+01
 y     1.314315E+01     1.302568E+01
 y     1.165703E+01     1.147461E+01
 y     1.289922E+01     1.265023E+01
 y     1.303898E+01     1.306720E+01
 y     1.214951E+01     1.213077E+01
 y     1.217045E+01     1.220772E+01
 y     1.325076E+01     1.312848E+01
 y     1.191840E+01     1.241657E+01
 y     1.303135E+01     1.311488E+01
 y     1.186991E+01     1.158333E+01
 y     1.336453E+01     1.331293E+01
 y     1.198294E+01     1.214078E+01
 y     1.091511E+01     1.081965E+01
 y     1.250581E+01     1.220868E+01
 y     1.149273E+01     1.155302E+01
 y     1.332449E+01     1.278726E+01
 y     1.256025E+01     1.266282E+01
 y     1.169108E+01     1.190584E+01
 y     1.240697E+01     1.215014E+01
 y     1.300583E+01     1.303648E+01
 y     1.229683E+01     1.220007E+01
 y     1.317116E+01     1.303176E+01
 y     1.250618E+01     1.272130E+01
 y     1.269466E+01     1.293524E+01
 y     1.318063E+01     1.313762E+01
 y     1.134452E+01     1.116227E+01
 y     1.228304E+01     1.225060E+01
 y     1.200145E+01     1.195510E+01
 y     1.267577E+01     1.256348E+01
 y     1.233711E+01     1.216924E+01
 y     1.262807E+01     1.265856E+01
 y     1.269158E+01     1.254027E+01
 y     1.246844E+01     1.240827E+01
 y     1.160824E+01     1.177409E+01
 y     1.220558E+01     1.164281E+01
 y     1.309191E+01     1.297997E+01
 y     1.059666E+01     1.097120E+01
 y     1.142955E+01     1.209750E+01
 y     1.059666E+01     1.045330E+01
 y     1.198294E+01     1.197029E+01
 y     1.293580E+01     1.278565E+01
 y     1.242682E+01     1.210348E+01
 y     1.030899E+01     1.171127E+01
 y     1.302805E+01     1.262663E+01
 y     1.206105E+01     1.141785E+01
 y     9.852247E+00     1.025894E+01
 y     1.189819E+01     1.166550E+01
 y     1.146164E+01     1.125520E+01
 y     1.229683E+01     1.227870E+01
 y     1.241917E+01     1.254449E+01
 y     1.280766E+01     1.308789E+01
 y     1.220107E+01     1.217187E+01
 y     1.247801E+01     1.243676E+01
 y     1.285056E+01     1.260850E+01
 y     1.376000E+01     1.291291E+01
 y     1.246844E+01     1.253793E+01
 y     1.279108E+01     1.268932E+01
 y     1.139640E+01     1.175972E+01
 y     1.218536E+01     1.197085E+01
 y     1.209052E+01     1.190765E+01
 y     1.253897E+01     1.242296E+01
 y     1.182701E+01     1.152631E+01
 y     1.030899E+01     1.089700E+01
 y     1.165270E+01     1.170202E+01
 y     1.225009E+01     1.221300E+01
 y     1.235450E+01     1.266798E+01
 y     1.276569E+01     1.236565E+01
 y     1.230184E+01     1.192443E+01
 y     1.298310E+01     1.273578E+01
 y     1.265396E+01     1.238951E+01
 y     1.280766E+01     1.284808E+01
 y     1.345884E+01     1.321590E+01
 y     1.425377E+01     1.317297E+01
 y     1.198294E+01     1.173201E+01
 y     1.046313E+01     1.209587E+01
 y     1.284000E+01     1.286911E+01
 y     1.108982E+01     1.142917E+01
 y     1.115484E+01     1.145085E+01
 y     1.220107E+01     1.237546E+01
 y     1.165703E+01     1.186566E+01
 y     1.054537E+01     1.104056E+01
 y     1.312336E+01     1.305582E+01
 y     1.329211E+01     1.256525E+01
 y     1.198294E+01     1.157566E+01
 y     1.203766E+01     1.142889E+01
 y     1.285710E+01     1.256848E+01
 y     1.154734E+01     1.175390E+01
 y     1.269466E+01     1.239734E+01
 y     1.206394E+01     1.183646E+01
 y     1.223077E+01     1.218687E+01
 y     1.250618E+01     1.216020E+01
 y     1.279664E+01     1.280229E+01
 y     1.283442E+01     1.262816E+01
 y     1.289922E+01     1.281899E+01
 y     1.273670E+01     1.262553E+01
 y     1.269772E+01     1.219846E+01
 y     1.403865E+01     1.375781E+01
 y     1.199536E+01     1.199531E+01
 y     1.280216E+01     1.244062E+01
 y     1.218076E+01     1.203522E+01
 y     9.392745E+00     1.032217E+01
 y     1.217562E+01     1.198097E+01
 y     1.191940E+01     1.247524E+01
 y     1.266033E+01     1.205654E+01
 y     1.118444E+01     1.155430E+01
 y     1.292391E+01     1.245187E+01
 y     1.191840E+01     1.201946E+01
 y     1.064545E+01     1.082812E+01
 y     1.120879E+01     1.120215E+01
 y     1.083764E+01     1.128516E+01
 y     1.246844E+01     1.226615E+01
 y     1.135336E+01     1.190913E+01
 y     1.206682E+01     1.172386E+01
 y     1.210902E+01     1.173190E+01
 y     1.265076E+01     1.274854E+01
 y     1.306474E+01     1.294738E+01
 y     1.100212E+01     1.162503E+01
 y     1.181304E+01     1.233841E+01
 y     1.298769E+01     1.303289E+01
 y     1.306049E+01     1.308532E+01
 y     1.214420E+01     1.224831E+01
 y     1.149273E+01     1.138257E+01
 y     1.314217E+01     1.369688E+01
 y     1.342543E+01     1.325612E+01
 y     1.109591E+01     1.159331E+01
 y     1.202576E+01     1.172639E+01
 y     1.115626E+01     1.122692E+01
 y     1.279386E+01     1.241789E+01
 y     1.215347E+01     1.190680E+01
 y     1.169941E+01     1.190008E+01
 y     1.215478E+01     1.184634E+01
 y     1.497082E+01     1.457264E+01
 y     1.197667E+01     1.192119E+01
 y     1.140869E+01     1.163400E+01
 y     1.245684E+01     1.226807E+01
 y     1.081980E+01     1.107052E+01
 y     1.286100E+01     1.284302E+01
 y     1.327937E+01     1.301775E+01
 y     1.234148E+01     1.241988E+01
 y     1.306049E+01     1.347257E+01
 y     1.205874E+01     1.215161E+01
 y     1.322673E+01     1.372836E+01
 y     1.290669E+01     1.214058E+01
 y     1.293604E+01     1.277325E+01
 y     1.311232E+01     1.261777E+01
 y     1.195295E+01     1.227128E+01
 y     1.252453E+01     1.240723E+01
 y     9.711176E+00     1.139159E+01
 y     1.108216E+01     1.143435E+01
 y     1.276569E+01     1.223102E+01
 y     1.269158E+01     1.228849E+01
 y     1.418707E+01     1.432058E+01
 y     9.232493E+00     1.077541E+01
 y     1.225487E+01     1.179209E+01
 y     1.276541E+01     1.205331E+01
 y     1.184940E+01     1.115057E+01
 y     1.200151E+01     1.209363E+01
 y     1.225962E+01     1.191564E+01
 y     1.356062E+01     1.334792E+01
 y     1.356705E+01     1.248100E+01
 y     1.168722E+01     1.196570E+01
 y     1.363818E+01     1.321667E+01
 y     1.183863E+01     1.124720E+01
 y     1.191840E+01     1.204873E+01
 y     1.300583E+01     1.275431E+01
 y     1.293121E+01     1.257409E+01
 y     1.140758E+01     1.118201E+01
 y     1.243917E+01     1.249120E+01
 y     1.362918E+01     1.258511E+01
 y     1.210072E+01     1.178842E+01
 y     9.852247E+00     1.104422E+01
 y     1.223564E+01     1.207501E+01
 y     1.246459E+01     1.247563E+01
 y     1.312237E+01     1.308667E+01
 y     1.298998E+01     1.294806E+01
 y     1.275130E+01     1.270501E+01
 y     1.194471E+01     1.220203E+01
 y     1.098224E+01     1.116816E+01
 y     1.276854E+01     1.309650E+01
 y     1.275130E+01     1.253167E+01
 y     1.354094E+01     1.361910E+01
 y     1.214154E+01     1.182694E+01
 y     1.299680E+01     1.309614E+01
 y     1.257764E+01     1.280143E+01
 y     1.234584E+01     1.226624E+01
 y     1.123850E+01     1.127251E+01
 y     1.261918E+01     1.281470E+01
 y     1.273670E+01     1.277178E+01
 y     1.184869E+01     1.168044E+01
 y     1.242922E+01     1.182813E+01
 y     1.368198E+01     1.329802E+01
 y     1.234584E+01     1.229658E+01
 y     1.349117E+01     1.318970E+01
 y     1.230093E+01     1.221740E+01
 y     1.357344E+01     1.332966E+01
 y     1.220608E+01     1.145671E+01
 y     1.249875E+01     1.242932E+01
 y     1.289572E+01     1.270726E+01
 y     1.230139E+01     1.266455E+01
 y     1.051870E+01     1.031041E+01
 y     1.046313E+01     1.076827E+01
 y     1.267577E+01     1.218504E+01
 y     1.227840E+01     1.258241E+01
 y     1.330469E+01     1.319390E+01
 y     1.158059E+01     1.121494E+01
 y     1.203470E+01     1.189944E+01
 y     1.197667E+01     1.157020E+01
 y     1.140646E+01     1.135039E+01
 y     1.264433E+01     1.260033E+01
 y     9.878221E+00     1.084912E+01
 y     1.269158E+01     1.275472E+01
 y     9.893488E+00     1.110480E+01
 y     1.276569E+01     1.277034E+01
 y     1.177530E+01     1.100165E+01
 y     1.150289E+01     1.173128E+01
 y     1.299453E+01     1.273799E+01
 y     1.243022E+01     1.223222E+01
 y     1.267608E+01     1.271364E+01
 y     9.998843E+00     1.073255E+01
 y     1.175979E+01     1.155941E+01
 y     1.177530E+01     1.136584E+01
 y     1.203766E+01     1.200133E+01
 y     1.100212E+01     1.162386E+01
 y     1.316159E+01     1.310327E+01
 y     1.329632E+01     1.295724E+01
 y     1.024000E+01     1.105890E+01
 y     1.012266E+01     1.089872E+01
 y     1.353447E+01     1.260126E+01
 y     1.513727E+01     1.392867E+01
 y     1.049019E+01     1.161395E+01
 y     9.305741E+00     1.070856E+01
 y     1.135042E+01     1.086806E+01
 y     1.381551E+01     1.361130E+01
 y     1.256375E+01     1.250962E+01
 y     1.105091E+01     1.082150E+01
 y     1.231493E+01     1.237011E+01
 y     1.244902E+01     1.236129E+01
 y     1.397678E+01     1.394213E+01
 y     1.212812E+01     1.183196E+01
 y     1.318063E+01     1.354101E+01
 y     1.220608E+01     1.241087E+01
 y     1.207255E+01     1.217929E+01
 y     1.206105E+01     1.219327E+01
 y     1.040429E+01     1.075844E+01
 y     1.190969E+01     1.194649E+01
 y     1.376947E+01     1.277801E+01
 y     1.177530E+01     1.204638E+01
 y     1.299453E+01     1.299268E+01
 y     1.325339E+01     1.329695E+01
 y     1.103591E+01     1.195522E+01
 y     1.030899E+01     1.074803E+01
 y     1.037352E+01     1.106870E+01
 y     1.401494E+01     1.384058E+01
 y     1.436074E+01     1.418701E+01
 y     1.339086E+01     1.358130E+01
 y     1.242922E+01     1.245111E+01
 y     1.156173E+01     1.159470E+01
 y     1.311735E+01     1.314748E+01
 y     1.248749E+01     1.251029E+01
 y     1.276569E+01     1.249745E+01
 y     1.254611E+01     1.261046E+01
 y     1.230592E+01     1.254747E+01
 y     1.169526E+01     1.178782E+01
 y     1.399783E+01     1.371230E+01
 y     1.218382E+01     1.161521E+01
 y     1.342247E+01     1.311129E+01
 y     1.100212E+01     1.041471E+01
 y     1.195119E+01     1.169109E+01
 y     1.310012E+01     1.273537E+01
 y     1.255673E+01     1.259738E+01
 y     1.310216E+01     1.296641E+01
 y     1.252417E+01     1.216098E+01
 y     1.071666E+01     1.088828E+01
 y     1.066898E+01     1.138241E+01
 y     1.166994E+01     1.143831E+01
 y     1.102681E+01     1.128194E+01
 y     1.195119E+01     1.151211E+01
 y     1.217562E+01     1.201607E+01
 y     1.006480E+01     1.058844E+01
 y     1.230139E+01     1.235221E+01
 y     1.135042E+01     1.173315E+01
 y     1.146164E+01     1.124750E+01
 y     1.248749E+01     1.233006E+01
 y     1.189137E+01     1.212663E+01
 y     1.227840E+01     1.206555E+01
 y     1.171995E+01     1.092350E+01
 y     1.159451E+01     1.142032E+01
 y     1.254255E+01     1.220072E+01
 y     1.231044E+01     1.207830E+01
 y     1.167420E+01     1.173794E+01
 y     1.176758E+01     1.127577E+01
 y     1.108216E+01     1.135033E+01
 y     1.188450E+01     1.139979E+01
 y     1.136560E+01     1.152038E+01
 y     1.227840E+01     1.197317E+01
 y     1.193493E+01     1.166556E+01
 y     1.298998E+01     1.198510E+01
 y     1.289922E+01     1.212346E+01
 y     1.016589E+01     1.073412E+01
 y     1.191840E+01     1.213555E+01
 y     1.302805E+01     1.289700E+01
 y     1.356062E+01     1.253467E+01
 y     1.114549E+01     1.140352E+01
 y     1.186359E+01     1.157587E+01
 y     1.169526E+01     1.165824E+01
 y     1.125157E+01     1.124399E+01
 y     1.182774E+01     1.171315E+01
 y     1.220608E+01     1.190391E+01
 y     1.263102E+01     1.194006E+01
 y     1.254967E+01     1.253802E+01
 y     1.269158E+01     1.211264E+01
 y     1.194081E+01     1.177305E+01
 y     1.261154E+01     1.224587E+01
 y     1.244902E+01     1.245690E+01
 y     1.018320E+01     1.074628E+01
 y     1.273670E+01     1.300261E+01
 y     1.246844E+01     1.224677E+01
 y     1.387378E+01     1.388725E+01
 y     1.115841E+01     1.170799E+01
 y     1.321768E+01     1.281882E+01
 y     1.285840E+01     1.265616E+01
 y     1.238422E+01     1.200350E+01
 y     1.227374E+01     1.202335E+01
 y     1.287647E+01     1.231612E+01
 y     9.903538E+00     1.113105E+01
 y     1.034177E+01     1.072200E+01
 y     1.191840E+01     1.184691E+01
 y     1.198294E+01     1.228276E+01
 y     1.345884E+01     1.313769E+01
 y     1.362314E+01     1.365990E+01
 y     1.195762E+01     1.256572E+01
 y     1.191840E+01     1.120831E+01
 y     1.257729E+01     1.260141E+01
 y     1.156173E+01     1.175263E+01
 y     1.178677E+01     1.171217E+01
 y     9.903538E+00     1.070323E+01
 y     1.269166E+01     1.262944E+01
 y     1.184940E+01     1.169679E+01
 y     1.206969E+01     1.192260E+01
 y     1.364988E+01     1.390506E+01
 y     1.184940E+01     1.137561E+01
 y     1.232829E+01     1.228395E+01
 y     1.261154E+01     1.231671E+01
 y     1.261154E+01     1.265565E+01
 y     9.891516E+00     1.130667E+01
 y     1.213351E+01     1.195922E+01
 y     1.046027E+01     1.127078E+01
 y     1.223077E+01     1.197604E+01
 y     1.146164E+01     1.115475E+01
 y     1.220608E+01     1.214043E+01
 y     1.204942E+01     1.139393E+01
 y     1.332531E+01     1.303495E+01
 y     1.219096E+01     1.225776E+01
 y     1.156267E+01     1.167930E+01
 y     1.181304E+01     1.184292E+01
 y     1.030899E+01     1.118700E+01
 y     1.184940E+01     1.176216E+01
 y     1.146059E+01     1.096522E+01
 y     1.224794E+01     1.245410E+01
 y     1.270685E+01     1.214821E+01
 y     1.122526E+01     1.143326E+01
 y     1.288664E+01     1.227288E+01
 y     1.269158E+01     1.226250E+01
 y     1.221850E+01     1.226221E+01
 y     1.301701E+01     1.295120E+01
 y     1.284793E+01     1.272023E+01
 y     1.350763E+01     1.333695E+01
 y     1.199536E+01     1.155563E+01
 y     1.331464E+01     1.302592E+01
