 train         node      observed        predicted
     y          299    0.995233E+001    0.114725E+002
     y          303    0.122923E+002    0.122660E+002
     y          511    0.132621E+002    0.125465E+002
     y           72    0.135278E+002    0.134673E+002
     y          511    0.132525E+002    0.128999E+002
     y           47    0.971118E+001    0.111097E+002
     y           47    0.971118E+001    0.111438E+002
     y          299    0.115806E+002    0.117636E+002
     y          511    0.108686E+002    0.122302E+002
     y          303    0.122714E+002    0.119934E+002
     y          298    0.133614E+002    0.125366E+002
     y          150    0.981198E+001    0.109657E+002
     y          511    0.126149E+002    0.125778E+002
     y           26    0.128892E+002    0.125688E+002
     y           62    0.109151E+002    0.116781E+002
     y            8    0.138155E+002    0.129638E+002
     y          245    0.115899E+002    0.113302E+002
     y          511    0.127657E+002    0.125870E+002
     y          511    0.125154E+002    0.120647E+002
     y          245    0.117598E+002    0.114113E+002
     y          303    0.126823E+002    0.121341E+002
     y          146    0.126443E+002    0.133196E+002
     y          146    0.130006E+002    0.133196E+002
     y          511    0.120137E+002    0.124149E+002
     y          303    0.128992E+002    0.129143E+002
     y          511    0.123458E+002    0.124338E+002
     y          511    0.131471E+002    0.125769E+002
     y          299    0.108590E+002    0.113579E+002
     y          303    0.128866E+002    0.126952E+002
     y          510    0.108218E+002    0.116168E+002
     y          302    0.112319E+002    0.118283E+002
     y          302    0.112186E+002    0.118083E+002
     y           29    0.108198E+002    0.109968E+002
     y          303    0.126729E+002    0.127960E+002
     y          302    0.127939E+002    0.127675E+002
     y           24    0.129598E+002    0.132791E+002
     y          511    0.124490E+002    0.122675E+002
     y          302    0.130170E+002    0.126524E+002
     y          506    0.126524E+002    0.122714E+002
     y          511    0.116352E+002    0.124083E+002
     y          511    0.119512E+002    0.119793E+002
     y          245    0.114511E+002    0.108441E+002
     y          511    0.123014E+002    0.124027E+002
     y          245    0.116869E+002    0.112657E+002
     y          511    0.114076E+002    0.117816E+002
     y          302    0.118130E+002    0.110456E+002
     y          302    0.119447E+002    0.116087E+002
     y          511    0.130058E+002    0.131809E+002
     y          511    0.123673E+002    0.122093E+002
     y          252    0.123239E+002    0.123637E+002
     y          511    0.124340E+002    0.123212E+002
     y          299    0.121281E+002    0.120665E+002
     y          511    0.125425E+002    0.125345E+002
     y          150    0.963567E+001    0.103442E+002
     y          146    0.147437E+002    0.146340E+002
     y          246    0.121007E+002    0.122274E+002
     y          511    0.124950E+002    0.125347E+002
     y          297    0.137212E+002    0.135482E+002
     y          297    0.137300E+002    0.127815E+002
     y          511    0.118458E+002    0.125102E+002
     y          146    0.131853E+002    0.134843E+002
     y          150    0.111548E+002    0.108484E+002
     y           72    0.139518E+002    0.138782E+002
     y          302    0.123149E+002    0.117465E+002
     y          247    0.117433E+002    0.115132E+002
     y          245    0.124646E+002    0.116868E+002
     y          247    0.119829E+002    0.118292E+002
     y          299    0.123673E+002    0.120935E+002
     y          303    0.123009E+002    0.119776E+002
     y           27    0.129360E+002    0.117625E+002
     y          511    0.118565E+002    0.117093E+002
     y          302    0.119250E+002    0.121277E+002
     y           28    0.120015E+002    0.116774E+002
     y          302    0.123264E+002    0.122914E+002
     y          299    0.123926E+002    0.125508E+002
     y          245    0.121426E+002    0.119166E+002
     y          510    0.124212E+002    0.126615E+002
     y          510    0.110667E+002    0.119442E+002
     y          511    0.117240E+002    0.112966E+002
     y          511    0.131224E+002    0.126932E+002
     y          245    0.117520E+002    0.115685E+002
     y          302    0.135144E+002    0.134886E+002
     y          299    0.123673E+002    0.117796E+002
     y           62    0.118494E+002    0.117911E+002
     y          298    0.124837E+002    0.126240E+002
     y          296    0.125136E+002    0.129245E+002
     y          511    0.125947E+002    0.124747E+002
     y          299    0.120720E+002    0.121031E+002
     y          303    0.990354E+001    0.119021E+002
     y          299    0.120436E+002    0.126033E+002
     y          146    0.134000E+002    0.140016E+002
     y          150    0.105967E+002    0.107728E+002
     y          297    0.128532E+002    0.126679E+002
     y          297    0.124372E+002    0.126679E+002
     y          303    0.118776E+002    0.123099E+002
     y           62    0.111844E+002    0.114725E+002
     y          245    0.117361E+002    0.119694E+002
     y          252    0.119184E+002    0.120682E+002
     y           60    0.115327E+002    0.116266E+002
     y          245    0.999884E+001    0.116112E+002
     y          247    0.119704E+002    0.118321E+002
     y          150    0.107664E+002    0.101706E+002
     y          303    0.121808E+002    0.116836E+002
     y          299    0.120076E+002    0.119473E+002
     y          298    0.125062E+002    0.124696E+002
     y          303    0.115229E+002    0.115833E+002
     y          303    0.130815E+002    0.122904E+002
     y          297    0.124090E+002    0.122581E+002
     y           47    0.127771E+002    0.122754E+002
     y          302    0.120137E+002    0.117733E+002
     y          302    0.124837E+002    0.126216E+002
     y          302    0.127528E+002    0.123147E+002
     y           47    0.127771E+002    0.121986E+002
     y          303    0.129598E+002    0.122529E+002
     y          298    0.128762E+002    0.130724E+002
     y          511    0.127513E+002    0.124889E+002
     y          511    0.122061E+002    0.124889E+002
     y          303    0.105454E+002    0.120146E+002
     y          303    0.127219E+002    0.124956E+002
     y          303    0.129178E+002    0.128830E+002
     y          303    0.126281E+002    0.125799E+002
     y          299    0.125354E+002    0.118315E+002
     y          299    0.121808E+002    0.117040E+002
     y           72    0.137096E+002    0.134535E+002
     y          303    0.113445E+002    0.124789E+002
     y            8    0.129715E+002    0.131005E+002
     y          299    0.121281E+002    0.118177E+002
     y          302    0.119823E+002    0.116727E+002
     y           29    0.112645E+002    0.109145E+002
     y           29    0.102956E+002    0.109145E+002
     y          303    0.122923E+002    0.118925E+002
     y          303    0.125602E+002    0.118259E+002
     y          147    0.131825E+002    0.132227E+002
     y          299    0.101267E+002    0.116915E+002
     y          303    0.990354E+001    0.115406E+002
     y          303    0.100859E+002    0.115406E+002
     y          297    0.120137E+002    0.123033E+002
     y          299    0.119984E+002    0.113019E+002
     y          299    0.112898E+002    0.113019E+002
     y          298    0.125602E+002    0.122950E+002
     y           72    0.140779E+002    0.145122E+002
     y          303    0.117676E+002    0.116956E+002
     y          297    0.133924E+002    0.133094E+002
     y          297    0.125318E+002    0.124480E+002
     y          303    0.127869E+002    0.128775E+002
     y          303    0.118494E+002    0.124054E+002
     y          298    0.126112E+002    0.122692E+002
     y          302    0.118277E+002    0.119957E+002
     y          302    0.123884E+002    0.124150E+002
     y           72    0.128992E+002    0.129320E+002
     y          302    0.119892E+002    0.119481E+002
     y          302    0.999884E+001    0.115557E+002
     y          146    0.136292E+002    0.137713E+002
     y          247    0.115129E+002    0.118715E+002
     y          303    0.122549E+002    0.118842E+002
     y          299    0.103735E+002    0.113705E+002
     y           72    0.119050E+002    0.125391E+002
     y          303    0.131759E+002    0.124553E+002
     y          303    0.123458E+002    0.123819E+002
     y          303    0.102400E+002    0.112930E+002
     y          150    0.108435E+002    0.111441E+002
     y          511    0.110822E+002    0.124155E+002
     y          303    0.129528E+002    0.129892E+002
     y          303    0.139221E+002    0.132322E+002
     y          511    0.124001E+002    0.123212E+002
     y          511    0.120497E+002    0.123212E+002
     y          511    0.121208E+002    0.123212E+002
     y          511    0.127795E+002    0.123212E+002
     y          146    0.139768E+002    0.137744E+002
     y          299    0.127367E+002    0.130921E+002
     y           72    0.129831E+002    0.133268E+002
     y           72    0.127308E+002    0.126970E+002
     y          303    0.125245E+002    0.128514E+002
     y          303    0.134401E+002    0.127062E+002
     y          146    0.129360E+002    0.131304E+002
     y          298    0.125602E+002    0.125882E+002
     y          150    0.120553E+002    0.117220E+002
     y          511    0.131022E+002    0.127652E+002
     y          303    0.130732E+002    0.133567E+002
     y          511    0.134075E+002    0.129606E+002
     y          150    0.119829E+002    0.119375E+002
     y          302    0.105454E+002    0.114145E+002
     y          298    0.119236E+002    0.123539E+002
     y          298    0.126115E+002    0.123539E+002
     y          296    0.102751E+002    0.107786E+002
     y          299    0.123239E+002    0.118005E+002
     y          296    0.961587E+001    0.970166E+001
     y          511    0.119050E+002    0.123821E+002
     y          247    0.120839E+002    0.118745E+002
     y          303    0.136820E+002    0.125864E+002
     y          302    0.112948E+002    0.115838E+002
     y          299    0.108198E+002    0.112166E+002
     y          302    0.128077E+002    0.125746E+002
     y          302    0.123037E+002    0.114739E+002
     y          510    0.123842E+002    0.121548E+002
     y          298    0.128347E+002    0.125672E+002
     y          302    0.116953E+002    0.121543E+002
     y           72    0.132085E+002    0.130650E+002
     y          302    0.118277E+002    0.110356E+002
     y          303    0.125043E+002    0.123578E+002
     y          302    0.123458E+002    0.123512E+002
     y          150    0.118314E+002    0.108381E+002
     y           28    0.115019E+002    0.112629E+002
     y          302    0.104415E+002    0.110622E+002
     y          150    0.119050E+002    0.112053E+002
     y          298    0.124208E+002    0.122420E+002
     y          299    0.121383E+002    0.113243E+002
     y          298    0.128739E+002    0.128515E+002
     y          303    0.126603E+002    0.123853E+002
     y          302    0.121495E+002    0.119146E+002
     y          303    0.121910E+002    0.126470E+002
     y          511    0.121281E+002    0.115829E+002
     y          299    0.110104E+002    0.116721E+002
     y          303    0.120258E+002    0.122936E+002
     y           47    0.119963E+002    0.122019E+002
     y          150    0.115129E+002    0.109920E+002
     y          511    0.110021E+002    0.124155E+002
     y          147    0.144910E+002    0.144611E+002
     y          297    0.134372E+002    0.130827E+002
     y          303    0.961587E+001    0.113756E+002
     y           19    0.129480E+002    0.125391E+002
     y          150    0.951052E+001    0.103109E+002
     y          303    0.121281E+002    0.121716E+002
     y          302    0.121383E+002    0.122118E+002
     y          299    0.993794E+001    0.112708E+002
     y          303    0.109151E+002    0.119143E+002
     y          303    0.115617E+002    0.119143E+002
     y          303    0.124049E+002    0.118367E+002
     y          302    0.125429E+002    0.123732E+002
     y          303    0.126916E+002    0.115673E+002
     y          511    0.119608E+002    0.123117E+002
     y          511    0.122356E+002    0.123022E+002
     y           62    0.125690E+002    0.121802E+002
     y          302    0.122308E+002    0.120514E+002
     y          247    0.118184E+002    0.118168E+002
     y          297    0.128479E+002    0.127395E+002
     y          303    0.124871E+002    0.117016E+002
     y          299    0.109331E+002    0.109981E+002
     y          296    0.121548E+002    0.123273E+002
     y          303    0.125062E+002    0.127397E+002
     y          297    0.125390E+002    0.122492E+002
     y          299    0.130214E+002    0.129698E+002
     y          297    0.126761E+002    0.125367E+002
     y          296    0.107144E+002    0.109343E+002
     y          303    0.118350E+002    0.114425E+002
     y          303    0.145071E+002    0.122790E+002
     y          299    0.101267E+002    0.111298E+002
     y          302    0.117676E+002    0.115707E+002
     y          303    0.123884E+002    0.117935E+002
     y          302    0.118879E+002    0.115144E+002
     y          511    0.119828E+002    0.119131E+002
     y          299    0.128675E+002    0.126133E+002
     y          245    0.117906E+002    0.117227E+002
     y          296    0.121281E+002    0.105686E+002
     y          296    0.106262E+002    0.111037E+002
     y          299    0.120951E+002    0.120604E+002
     y          303    0.126603E+002    0.122667E+002
     y          245    0.104487E+002    0.109964E+002
     y          299    0.116784E+002    0.113450E+002
     y          150    0.117118E+002    0.113097E+002
     y          302    0.129116E+002    0.128695E+002
     y          303    0.119177E+002    0.116737E+002
     y           72    0.130390E+002    0.131583E+002
     y          303    0.124292E+002    0.123901E+002
     y          297    0.123415E+002    0.122290E+002
     y          299    0.114616E+002    0.119226E+002
     y          303    0.110227E+002    0.118375E+002
     y          511    0.122308E+002    0.120173E+002
     y          303    0.126443E+002    0.128827E+002
     y          302    0.123014E+002    0.122382E+002
     y          303    0.120720E+002    0.119801E+002
     y          303    0.117753E+002    0.119801E+002
     y          302    0.126603E+002    0.125619E+002
     y          297    0.124780E+002    0.122382E+002
     y          303    0.126524E+002    0.125084E+002
     y          299    0.122877E+002    0.122959E+002
     y          298    0.128866E+002    0.126744E+002
     y          296    0.125062E+002    0.118220E+002
     y          299    0.115129E+002    0.117990E+002
     y          299    0.123842E+002    0.117990E+002
     y          303    0.115229E+002    0.112259E+002
     y          303    0.107122E+002    0.115304E+002
     y          303    0.119902E+002    0.120625E+002
     y          303    0.113206E+002    0.115612E+002
     y          303    0.108198E+002    0.115612E+002
     y          303    0.115327E+002    0.118815E+002
     y          303    0.134165E+002    0.118225E+002
     y          302    0.123127E+002    0.127127E+002
     y          299    0.120436E+002    0.121401E+002
     y          299    0.125025E+002    0.126465E+002
     y          511    0.131083E+002    0.124442E+002
     y          299    0.117440E+002    0.115596E+002
     y          299    0.108198E+002    0.119749E+002
     y          299    0.127513E+002    0.127273E+002
     y          511    0.132267E+002    0.122134E+002
     y          296    0.112580E+002    0.107073E+002
     y          298    0.131224E+002    0.130084E+002
     y          299    0.119538E+002    0.115720E+002
     y          511    0.133097E+002    0.128991E+002
     y          511    0.129945E+002    0.124366E+002
     y          303    0.122381E+002    0.121331E+002
     y          303    0.120122E+002    0.114289E+002
     y          298    0.122596E+002    0.121645E+002
     y          146    0.140387E+002    0.137339E+002
     y          299    0.112253E+002    0.119828E+002
     y          296    0.118636E+002    0.112188E+002
     y          302    0.110588E+002    0.115698E+002
     y          297    0.122405E+002    0.127323E+002
     y          302    0.120436E+002    0.122034E+002
     y          303    0.126015E+002    0.125214E+002
     y           72    0.128186E+002    0.127824E+002
     y          302    0.123458E+002    0.117544E+002
     y          299    0.120436E+002    0.123944E+002
     y          303    0.101465E+002    0.114455E+002
     y          511    0.129079E+002    0.127834E+002
     y          303    0.104341E+002    0.121000E+002
     y          297    0.122549E+002    0.126705E+002
     y          297    0.127657E+002    0.126705E+002
     y          299    0.127129E+002    0.124700E+002
     y          302    0.109682E+002    0.116993E+002
     y          297    0.128479E+002    0.130432E+002
     y          150    0.995233E+001    0.107494E+002
     y          303    0.123884E+002    0.122216E+002
     y          297    0.123673E+002    0.123738E+002
     y          302    0.128866E+002    0.130636E+002
     y          150    0.110822E+002    0.108788E+002
     y          303    0.126281E+002    0.124968E+002
     y          299    0.121548E+002    0.121540E+002
     y          303    0.122968E+002    0.112915E+002
     y          303    0.120725E+002    0.113183E+002
     y           72    0.125672E+002    0.124789E+002
     y          296    0.982558E+001    0.944908E+001
     y          150    0.121548E+002    0.117439E+002
     y          511    0.114616E+002    0.122442E+002
     y          506    0.114773E+002    0.116763E+002
     y          303    0.129116E+002    0.128988E+002
     y          297    0.121548E+002    0.126809E+002
     y          302    0.137046E+002    0.131891E+002
     y          297    0.132446E+002    0.127870E+002
     y          303    0.127484E+002    0.129149E+002
     y          511    0.127585E+002    0.128235E+002
     y          511    0.128917E+002    0.126096E+002
     y          511    0.127939E+002    0.131225E+002
     y          511    0.108883E+002    0.123904E+002
     y          299    0.127799E+002    0.126407E+002
     y          298    0.123545E+002    0.126354E+002
     y          299    0.123800E+002    0.112020E+002
     y          303    0.123458E+002    0.117420E+002
     y           72    0.130509E+002    0.130916E+002
     y          511    0.129042E+002    0.128830E+002
     y          299    0.121007E+002    0.115749E+002
     y          303    0.129587E+002    0.120867E+002
     y          302    0.103090E+002    0.118834E+002
     y          303    0.136990E+002    0.125599E+002
     y          298    0.125947E+002    0.125883E+002
     y          302    0.114721E+002    0.114249E+002
     y          146    0.136820E+002    0.137234E+002
     y          299    0.130815E+002    0.129746E+002
     y          146    0.140346E+002    0.140967E+002
     y          299    0.126729E+002    0.127136E+002
     y          297    0.126603E+002    0.127956E+002
     y          511    0.130594E+002    0.130511E+002
     y          299    0.107033E+002    0.112095E+002
     y          303    0.120436E+002    0.119300E+002
     y          297    0.129945E+002    0.128732E+002
     y           47    0.127110E+002    0.127590E+002
     y          299    0.116699E+002    0.115201E+002
     y          299    0.122620E+002    0.120634E+002
     y           72    0.129504E+002    0.128205E+002
     y           47    0.127618E+002    0.128179E+002
     y          299    0.134225E+002    0.131693E+002
     y          303    0.126761E+002    0.123315E+002
     y          299    0.128506E+002    0.130871E+002
     y          146    0.133130E+002    0.134387E+002
     y          146    0.136483E+002    0.137449E+002
     y           72    0.129504E+002    0.126382E+002
     y          303    0.126281E+002    0.119553E+002
     y          298    0.126443E+002    0.128514E+002
     y          302    0.125425E+002    0.123580E+002
     y          299    0.134588E+002    0.135036E+002
     y          297    0.123272E+002    0.121522E+002
     y          511    0.133047E+002    0.124577E+002
     y          302    0.123014E+002    0.123922E+002
     y          303    0.117440E+002    0.120260E+002
     y          246    0.118204E+002    0.117435E+002
     y          302    0.101267E+002    0.113075E+002
     y          302    0.108968E+002    0.115651E+002
     y          302    0.118350E+002    0.115651E+002
     y          302    0.121389E+002    0.117879E+002
     y          302    0.113621E+002    0.117879E+002
     y          303    0.108198E+002    0.112344E+002
     y          303    0.976428E+001    0.113939E+002
     y          147    0.128866E+002    0.131271E+002
     y          302    0.101024E+002    0.113028E+002
     y          302    0.120258E+002    0.120632E+002
     y          299    0.127796E+002    0.122136E+002
     y          302    0.121548E+002    0.117412E+002
     y          511    0.123239E+002    0.120647E+002
     y          302    0.103735E+002    0.112838E+002
     y          303    0.125241E+002    0.125137E+002
     y          303    0.134588E+002    0.127638E+002
     y          299    0.125624E+002    0.124230E+002
     y          150    0.111982E+002    0.106093E+002
     y          303    0.122259E+002    0.119520E+002
     y          511    0.124292E+002    0.127673E+002
     y          511    0.121653E+002    0.124492E+002
     y          302    0.118130E+002    0.120245E+002
     y          298    0.141697E+002    0.142163E+002
     y          302    0.131835E+002    0.130851E+002
     y          299    0.124837E+002    0.118669E+002
     y          302    0.121521E+002    0.116694E+002
     y          303    0.127513E+002    0.128876E+002
     y          511    0.117294E+002    0.123397E+002
     y          150    0.108198E+002    0.114925E+002
     y          150    0.119672E+002    0.114925E+002
     y          511    0.119954E+002    0.121959E+002
     y          150    0.123011E+002    0.118317E+002
     y          302    0.121281E+002    0.115876E+002
     y          150    0.113504E+002    0.118023E+002
     y          299    0.961587E+001    0.110793E+002
     y          297    0.122549E+002    0.123038E+002
     y          302    0.116082E+002    0.115618E+002
     y          299    0.118845E+002    0.112525E+002
     y           27    0.112898E+002    0.117933E+002
     y          511    0.125704E+002    0.118676E+002
     y          303    0.129042E+002    0.128878E+002
     y          299    0.116352E+002    0.116124E+002
     y          303    0.133916E+002    0.117574E+002
     y          511    0.127939E+002    0.124900E+002
     y           29    0.961587E+001    0.101156E+002
     y          511    0.120797E+002    0.124698E+002
     y          298    0.122549E+002    0.127695E+002
     y          303    0.124875E+002    0.127856E+002
     y           72    0.138451E+002    0.137961E+002
     y          511    0.132534E+002    0.124488E+002
     y          303    0.116953E+002    0.115572E+002
     y          299    0.106078E+002    0.120535E+002
     y          299    0.110021E+002    0.111694E+002
     y          298    0.131123E+002    0.129594E+002
     y          511    0.130711E+002    0.130893E+002
     y           29    0.114404E+002    0.107414E+002
     y          511    0.132085E+002    0.127286E+002
     y           29    0.106454E+002    0.109145E+002
     y          247    0.116527E+002    0.115369E+002
     y          303    0.123149E+002    0.122361E+002
     y          245    0.109060E+002    0.113601E+002
     y          302    0.121007E+002    0.121164E+002
     y          245    0.117753E+002    0.116133E+002
     y          245    0.115327E+002    0.116075E+002
     y          303    0.122061E+002    0.115875E+002
     y          150    0.112253E+002    0.111325E+002
     y          303    0.124684E+002    0.124127E+002
     y          511    0.120015E+002    0.121560E+002
     y          302    0.122549E+002    0.116977E+002
     y          303    0.982558E+001    0.113802E+002
     y          303    0.111738E+002    0.113802E+002
     y          511    0.125602E+002    0.129273E+002
     y          150    0.974103E+001    0.105275E+002
     y          511    0.135278E+002    0.125389E+002
     y          150    0.121362E+002    0.117711E+002
     y          302    0.116082E+002    0.121674E+002
     y          302    0.123458E+002    0.125378E+002
     y          511    0.117906E+002    0.124759E+002
     y          303    0.123758E+002    0.121730E+002
     y          511    0.118386E+002    0.124974E+002
     y          511    0.120137E+002    0.122692E+002
     y          511    0.127484E+002    0.126223E+002
     y          511    0.126182E+002    0.121007E+002
     y          510    0.116869E+002    0.119148E+002
     y          252    0.117906E+002    0.119895E+002
     y          245    0.110822E+002    0.118521E+002
     y           47    0.130977E+002    0.133541E+002
     y          303    0.120782E+002    0.117891E+002
     y           29    0.110822E+002    0.113096E+002
     y          299    0.107408E+002    0.116622E+002
     y          511    0.133047E+002    0.129851E+002
     y           60    0.123104E+002    0.121627E+002
     y           10    0.108114E+002    0.110339E+002
     y          302    0.125602E+002    0.120251E+002
     y          247    0.103735E+002    0.114027E+002
     y          511    0.130170E+002    0.126687E+002
     y          511    0.128942E+002    0.126840E+002
     y          150    0.119829E+002    0.116088E+002
     y          511    0.126916E+002    0.124960E+002
     y          302    0.119184E+002    0.114231E+002
     y          511    0.122643E+002    0.122081E+002
     y          299    0.116699E+002    0.114979E+002
     y          511    0.123716E+002    0.124624E+002
     y          511    0.113964E+002    0.123168E+002
     y          302    0.115712E+002    0.116138E+002
     y          511    0.127657E+002    0.125941E+002
     y          299    0.977104E+001    0.115026E+002
     y          511    0.126508E+002    0.124075E+002
     y          510    0.118636E+002    0.119199E+002
     y          245    0.113794E+002    0.113103E+002
     y          296    0.977001E+001    0.110737E+002
     y          299    0.120436E+002    0.117890E+002
     y          150    0.109508E+002    0.108771E+002
     y          303    0.111273E+002    0.120923E+002
     y          299    0.122900E+002    0.123776E+002
     y          297    0.121808E+002    0.119910E+002
     y          247    0.115029E+002    0.116607E+002
     y          297    0.127939E+002    0.129707E+002
     y           72    0.126916E+002    0.129490E+002
     y          299    0.106454E+002    0.111371E+002
     y          303    0.105321E+002    0.117754E+002
     y           60    0.111125E+002    0.111477E+002
     y          302    0.120725E+002    0.114786E+002
     y          247    0.116082E+002    0.117434E+002
     y          252    0.118277E+002    0.121024E+002
     y           27    0.124490E+002    0.115230E+002
     y          506    0.114076E+002    0.112423E+002
     y          510    0.113737E+002    0.124369E+002
     y          302    0.119184E+002    0.116775E+002
     y          302    0.119704E+002    0.112214E+002
     y          303    0.118277E+002    0.117108E+002
     y          297    0.122784E+002    0.123749E+002
     y          299    0.111689E+002    0.112812E+002
     y          510    0.121548E+002    0.116198E+002
     y          303    0.131806E+002    0.129676E+002
     y          302    0.126157E+002    0.120317E+002
     y          245    0.111306E+002    0.111628E+002
     y          245    0.113504E+002    0.111628E+002
     y          511    0.125245E+002    0.125313E+002
     y           72    0.128765E+002    0.130348E+002
     y          303    0.126729E+002    0.120318E+002
     y          302    0.117637E+002    0.118265E+002
     y          297    0.135411E+002    0.133567E+002
     y          506    0.115129E+002    0.112110E+002
     y          303    0.126916E+002    0.124894E+002
     y          247    0.111563E+002    0.114855E+002
     y          298    0.127657E+002    0.131408E+002
     y          246    0.121020E+002    0.120863E+002
     y          511    0.123239E+002    0.123493E+002
     y          302    0.127671E+002    0.131218E+002
     y          510    0.116953E+002    0.116942E+002
     y           10    0.107996E+002    0.110339E+002
     y           10    0.107706E+002    0.110339E+002
     y           10    0.108114E+002    0.110339E+002
     y           10    0.107706E+002    0.110339E+002
     y           10    0.107996E+002    0.110339E+002
     y           10    0.107706E+002    0.110339E+002
     y          506    0.123239E+002    0.121538E+002
     y           10    0.107706E+002    0.110339E+002
     y          303    0.137642E+002    0.130479E+002
     y          252    0.119184E+002    0.124699E+002
     y          510    0.117361E+002    0.119786E+002
     y          511    0.110898E+002    0.113418E+002
     y           10    0.107996E+002    0.110339E+002
     y           10    0.107706E+002    0.110339E+002
     y           10    0.108114E+002    0.110339E+002
     y           10    0.107706E+002    0.110339E+002
     y           10    0.107996E+002    0.110339E+002
     y           10    0.107706E+002    0.110339E+002
     y           10    0.108114E+002    0.110339E+002
     y           10    0.107706E+002    0.110339E+002
     y           10    0.107996E+002    0.110339E+002
     y           10    0.107706E+002    0.110339E+002
     y           10    0.108114E+002    0.110339E+002
     y           10    0.107706E+002    0.110339E+002
     y          511    0.124100E+002    0.126434E+002
     y          303    0.122784E+002    0.118532E+002
     y          245    0.110389E+002    0.111628E+002
     y          303    0.124292E+002    0.119108E+002
     y          302    0.126885E+002    0.125178E+002
     y          245    0.122308E+002    0.119739E+002
     y           60    0.118494E+002    0.118107E+002
     y          303    0.125557E+002    0.123939E+002
     y          299    0.133245E+002    0.120540E+002
     y          299    0.125947E+002    0.126541E+002
     y          506    0.121063E+002    0.116457E+002
     y          297    0.124372E+002    0.127045E+002
     y          299    0.126635E+002    0.126955E+002
     y          511    0.129645E+002    0.131216E+002
     y          303    0.130170E+002    0.123999E+002
     y          510    0.113725E+002    0.116640E+002
     y          146    0.134225E+002    0.132888E+002
     y           72    0.131323E+002    0.130990E+002
     y          302    0.115691E+002    0.119013E+002
     y           62    0.119829E+002    0.117911E+002
     y          303    0.100213E+002    0.113877E+002
     y          303    0.131806E+002    0.123497E+002
     y          302    0.125725E+002    0.120245E+002
     y          511    0.125776E+002    0.124913E+002
     y          302    0.117036E+002    0.121200E+002
     y          303    0.128387E+002    0.128488E+002
     y          299    0.119454E+002    0.123634E+002
     y          298    0.127600E+002    0.126365E+002
     y          511    0.130711E+002    0.130452E+002
     y          511    0.126492E+002    0.120365E+002
     y          302    0.113492E+002    0.114538E+002
     y          506    0.122549E+002    0.120919E+002
     y          511    0.120436E+002    0.120234E+002
     y          303    0.128866E+002    0.128558E+002
     y          511    0.125245E+002    0.129255E+002
     y           62    0.119250E+002    0.114657E+002
     y          297    0.131500E+002    0.131376E+002
     y          303    0.131224E+002    0.120250E+002
     y          299    0.123059E+002    0.121399E+002
     y          298    0.123458E+002    0.125067E+002
     y          247    0.120137E+002    0.116651E+002
     y          511    0.127219E+002    0.126095E+002
     y          146    0.144704E+002    0.144604E+002
     y          510    0.126049E+002    0.124473E+002
     y          297    0.126540E+002    0.123743E+002
     y          303    0.120436E+002    0.129577E+002
     y          297    0.125672E+002    0.122164E+002
     y          298    0.129888E+002    0.127386E+002
     y          244    0.107790E+002    0.109186E+002
     y          511    0.123082E+002    0.121796E+002
     y          252    0.114020E+002    0.115094E+002
     y          252    0.113794E+002    0.115094E+002
     y          506    0.111199E+002    0.112460E+002
     y          303    0.120137E+002    0.116006E+002
     y          303    0.111419E+002    0.113996E+002
     y          299    0.107622E+002    0.111652E+002
     y          247    0.122405E+002    0.121032E+002
     y          303    0.133047E+002    0.119550E+002
     y           27    0.126115E+002    0.116721E+002
     y          296    0.104631E+002    0.100766E+002
     y          146    0.133847E+002    0.135363E+002
     y          298    0.125099E+002    0.123997E+002
     y          299    0.121281E+002    0.120403E+002
     y           62    0.113504E+002    0.113866E+002
     y          146    0.135476E+002    0.133500E+002
     y          302    0.118565E+002    0.116595E+002
     y          303    0.119892E+002    0.113006E+002
     y          299    0.119184E+002    0.115075E+002
     y          146    0.144468E+002    0.137880E+002
     y          302    0.106091E+002    0.113151E+002
     y          511    0.105321E+002    0.123551E+002
     y          511    0.117361E+002    0.123551E+002
     y          303    0.123716E+002    0.126862E+002
     y          150    0.114927E+002    0.106654E+002
     y          511    0.123014E+002    0.120190E+002
     y          297    0.125062E+002    0.122352E+002
     y          150    0.101465E+002    0.103053E+002
     y          303    0.116953E+002    0.121657E+002
     y          299    0.118494E+002    0.119410E+002
     y          299    0.107893E+002    0.112073E+002
     y          299    0.125425E+002    0.114690E+002
     y          511    0.126443E+002    0.123786E+002
     y          299    0.118845E+002    0.124332E+002
     y          298    0.132177E+002    0.129707E+002
     y          146    0.132794E+002    0.132201E+002
     y          511    0.123842E+002    0.122444E+002
     y          302    0.117753E+002    0.112228E+002
     y          247    0.122643E+002    0.126684E+002
     y          506    0.124090E+002    0.118941E+002
     y          303    0.122011E+002    0.117484E+002
     y          510    0.113737E+002    0.116687E+002
     y          303    0.124451E+002    0.126012E+002
     y          245    0.112645E+002    0.114993E+002
     y          299    0.115617E+002    0.121000E+002
     y          302    0.106335E+002    0.112630E+002
     y          297    0.115129E+002    0.121473E+002
     y          303    0.110509E+002    0.120793E+002
     y          303    0.120137E+002    0.120793E+002
     y          299    0.124090E+002    0.120987E+002
     y          146    0.150683E+002    0.144754E+002
     y          303    0.124252E+002    0.126334E+002
     y          303    0.119767E+002    0.118103E+002
     y          299    0.108800E+002    0.113348E+002
     y          247    0.122061E+002    0.120635E+002
     y          511    0.131073E+002    0.126041E+002
     y          303    0.124780E+002    0.125037E+002
